Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Tkl_Def_3rd,Tkl_Mid_3rd,Tkl_Att_3rd,Tkl_vs_Drib,Att_vs_Drib,Tkl%_vs_Drib,Past_vs_Drib,Press,Press_Succ,Press_Succ_%,Press_Def_3rd,Press_Mid_3rd,Press_Att_3rd,Blocks,Shot_Blocks,SoT_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
David Pereira da Costa\David-Pereira-da-Costa,pt POR,MFFW,Lens,fr Ligue 1,19,2001,1.8,6,5,2,4,0,4,4,100.0,0,30,13,43.3,10,16,4,3,0,0,3,0,6,2,0
Diego Costa\Diego-Costa,es ESP,FW,Atlético Madrid,es La Liga,31,1988,2.3,1,0,1,0,0,1,3,33.3,2,30,6,20.0,3,18,9,1,0,0,1,0,1,2,0
Douglas Costa\Douglas-Costa,br BRA,FWMF,Bayern Munich,de Bundesliga,29,1990,3.6,2,2,1,1,0,0,2,0.0,2,67,18,26.9,5,32,30,8,1,0,7,3,5,0,0
Douglas Costa\Douglas-Costa,br BRA,MFFW,Juventus,it Serie A,29,1990,0.5,1,0,1,0,0,1,3,33.3,2,8,1,12.5,1,4,3,0,0,0,0,1,2,0,0
Hélder Costa\Helder-Costa,pt POR,MFFW,Leeds United,eng Premier League,26,1994,12.8,30,15,14,7,9,9,32,28.1,23,265,72,27.2,93,102,70,19,0,0,19,6,36,9,0
Jaume Costa\Jaume-Costa,es ESP,DFMF,Villarreal,es La Liga,32,1988,3.9,11,3,6,5,0,5,8,62.5,3,42,15,35.7,11,23,8,10,1,0,9,8,19,12,0
Charles Costes\Charles-Costes,fr FRA,MF,Dijon,fr Ligue 1,17,2002,0.0,0,0,0,0,0,0,0,,0,4,0,0.0,1,2,1,0,0,0,0,0,0,0,0
Benoît Costil\Benoit-Costil,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,0,0,0,0,0,0,2,0.0,2,6,1,16.7,6,0,0,1,0,0,1,0,0,3,0
Vladimír Coufal\Vladimir-Coufal,cz CZE,DF,West Ham,eng Premier League,27,1992,33.9,77,41,57,17,3,44,93,47.3,49,457,126,27.6,247,140,70,74,5,0,69,39,116,122,1
Kalifa Coulibaly\Kalifa-Coulibaly,ml MLI,FW,Nantes,fr Ligue 1,28,1991,10.9,7,6,0,3,4,2,5,40.0,3,79,18,22.8,1,38,40,5,2,0,3,3,10,11,0
Lassana Coulibaly\Lassana-Coulibaly,ml MLI,MFFW,Angers,fr Ligue 1,24,1996,18.7,81,56,35,35,11,24,67,35.8,43,468,157,33.5,167,248,53,28,6,0,22,36,117,41,1
Mamadou Coulibaly\Mamadou-Coulibaly,sn SEN,MF,Udinese,it Serie A,21,1999,2.0,10,7,4,6,0,0,2,0.0,2,36,6,16.7,8,24,4,3,1,0,2,1,11,0,0
Senou Coulibaly\Senou-Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,25,1994,21.5,33,23,27,5,1,8,25,32.0,17,217,64,29.5,134,72,11,35,12,0,23,40,73,114,1
Tanguy Coulibaly\Tanguy-Coulibaly,fr FRA,DFFW,Stuttgart,de Bundesliga,19,2001,16.7,38,20,18,8,12,14,30,46.7,16,362,94,26.0,93,136,133,26,0,0,26,7,45,15,0
Thibaut Courtois\Thibaut-Courtois,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,1,5
Philippe Coutinho\Philippe-Coutinho,br BRA,MFFW,Barcelona,es La Liga,28,1992,7.3,7,6,2,4,1,2,5,40.0,3,65,20,30.8,14,29,22,4,0,0,4,4,11,1,0
Nicolas Cozza\Nicolas-Cozza,fr FRA,DF,Montpellier,fr Ligue 1,21,1999,15.2,39,18,28,10,1,19,38,50.0,19,182,50,27.5,105,56,21,35,12,0,23,21,60,51,0
Alessio Cragno\Alessio-Cragno,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,0,0,0,0,0,0,3,0.0,3,7,1,14.3,7,0,0,0,0,0,0,0,0,1,1
Gian Crespi\Gian-Crespi,it ITA,GK,Crotone,it Serie A,19,2001,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Aaron Cresswell\Aaron-Cresswell,eng ENG,DF,West Ham,eng Premier League,30,1989,35.2,31,13,15,14,2,14,34,41.2,20,230,67,29.1,122,90,18,48,14,0,34,36,67,98,0
Domenico Criscito\Domenico-Criscito,it ITA,DF,Genoa,it Serie A,33,1986,19.2,43,27,31,9,3,10,28,35.7,18,238,71,29.8,131,94,13,27,14,0,13,35,78,77,1
Bryan Cristante\Bryan-Cristante,it ITA,DFMF,Roma,it Serie A,25,1995,23.9,38,31,17,18,3,8,26,30.8,18,375,108,28.8,133,172,70,29,9,0,20,34,72,76,2
Giovanni Crociata\Giovanni-Crociata,it ITA,DFMF,Crotone,it Serie A,22,1997,0.3,2,1,1,1,0,1,1,100.0,0,12,1,8.3,3,7,2,1,0,0,1,0,2,0,0
Juan Cruz Armada\Juan-Cruz-Armada,es ESP,DF,Osasuna,es La Liga,28,1992,21.8,33,17,16,15,2,18,32,56.3,14,228,65,28.5,103,92,33,48,6,1,42,10,43,59,1
Juan Cuadrado\Juan-Cuadrado,co COL,DFMF,Juventus,it Serie A,32,1988,24.2,42,21,24,13,5,14,40,35.0,26,287,84,29.3,134,93,60,35,2,0,33,31,73,22,1
Adrián Cubas\Adrian-Cubas,py PAR,MF,Nîmes,fr Ligue 1,24,1996,24.9,81,62,32,39,10,35,86,40.7,51,667,232,34.8,295,320,52,42,10,0,32,57,138,32,1
Sergio Cubero Ezcurra\Sergio-Cubero-Ezcurra,es ESP,MF,Eibar,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,0,0
Cucho\Cucho,co COL,FWMF,Getafe,es La Liga,21,1999,16.3,19,10,1,15,3,1,19,5.3,18,319,74,23.2,31,169,119,19,1,0,18,5,24,8,0
Marc Cucurella\Marc-Cucurella,es ESP,MF,Getafe,es La Liga,22,1998,36.0,70,48,24,37,9,20,56,35.7,36,771,235,30.5,196,387,188,69,4,0,65,54,124,40,0
Mickaël Cuisance\Mickael-Cuisance,fr FRA,FW,Bayern Munich,de Bundesliga,20,1999,0.2,0,0,0,0,0,0,0,,0,4,1,25.0,0,1,3,1,0,0,1,0,0,0,0
Mickaël Cuisance\Mickael-Cuisance,fr FRA,MF,Marseille,fr Ligue 1,20,1999,11.4,26,17,9,12,5,7,31,22.6,24,305,79,25.9,75,155,75,14,0,0,14,7,33,8,0
Matheus Cunha\Matheus-Cunha,br BRA,FWMF,Hertha BSC,de Bundesliga,21,1999,23.9,39,30,10,22,7,12,51,23.5,39,492,136,27.6,120,211,161,38,4,0,34,35,74,6,0
Giuseppe Cuomo\Giuseppe-Cuomo,it ITA,DF,Crotone,it Serie A,22,1998,8.9,27,14,19,8,0,13,22,59.1,9,136,52,38.2,75,52,9,16,4,0,12,15,42,35,0
Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Fiorentina,it Serie A,22,1998,2.2,3,2,2,1,0,0,4,0.0,4,63,11,17.5,11,30,22,3,0,0,3,0,3,0,0
Patrick Cutrone\Patrick-Cutrone,it ITA,FWMF,Wolves,eng Premier League,22,1998,0.3,0,0,0,0,0,0,0,,0,7,2,28.6,2,1,4,0,0,0,0,0,0,0,0
Patrick Cutrone\Patrick-Cutrone,it ITA,FW,Valencia,es La Liga,22,1998,1.2,0,0,0,0,0,0,0,,0,28,6,21.4,3,11,14,0,0,0,0,1,1,0,0
Wylan Cyprien\Wylan-Cyprien,fr FRA,MF,Parma,it Serie A,25,1995,4.6,10,6,7,3,0,2,6,33.3,4,69,18,26.1,33,30,6,13,6,0,7,3,13,11,2
Rafael Czichos\Rafael-Czichos,de GER,DF,Köln,de Bundesliga,30,1990,25.1,63,37,41,21,1,20,44,45.5,24,272,108,39.7,164,103,5,41,10,0,31,38,101,144,0
Lennart-Marten Czyborra\Lennart-Marten-Czyborra,de GER,DF,Genoa,it Serie A,21,1999,13.0,15,7,6,5,4,7,19,36.8,12,161,39,24.2,70,59,32,25,3,0,22,12,27,33,0
Danilo D'Ambrosio\Danilo-DAmbrosio,it ITA,DF,Inter,it Serie A,31,1988,7.8,16,11,6,8,2,6,13,46.2,7,93,34,36.6,32,48,13,13,7,0,6,6,22,16,0
Damien Da Silva\Damien-Da-Silva,fr FRA,DF,Rennes,fr Ligue 1,32,1988,29.6,29,18,19,8,2,12,24,50.0,12,167,67,40.1,90,72,5,29,16,1,13,40,69,161,1
Bryan Dabo\Bryan-Dabo,bf BFA,MF,Benevento,it Serie A,28,1992,12.4,15,8,9,4,2,6,17,35.3,11,181,52,28.7,59,93,29,15,2,0,13,14,29,18,0
Moanes Dabour\Moanes-Dabour,il ISR,FW,Hoffenheim,de Bundesliga,28,1992,11.1,12,8,5,4,3,4,15,26.7,11,188,60,31.9,21,91,76,10,1,0,9,6,18,5,0
Colin Dagba\Colin-Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,21,1998,15.1,26,13,6,15,5,11,25,44.0,14,209,66,31.6,66,89,54,33,6,1,27,12,38,26,0
Finn Dahmen\Finn-Dahmen,de GER,GK,Mainz 05,de Bundesliga,22,1998,3.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
Mahmoud Dahoud\Mahmoud-Dahoud,de GER,MF,Dortmund,de Bundesliga,24,1996,14.0,36,24,12,20,4,11,38,28.9,27,295,82,27.8,83,171,41,31,7,0,24,21,57,14,0
Leon Dajaku\Leon-Dajaku,de GER,FW,Union Berlin,de Bundesliga,19,2001,0.4,1,1,0,1,0,0,0,,0,7,1,14.3,0,7,0,0,0,0,0,0,1,0,0
Stuart Dallas\Stuart-Dallas,nir NIR,DFMF,Leeds United,eng Premier League,29,1991,37.9,79,52,46,28,5,29,100,29.0,71,587,190,32.4,223,279,85,55,3,0,52,59,138,55,1
Diogo Dalot\Diogo-Dalot,pt POR,DF,Milan,it Serie A,21,1999,12.1,37,17,26,9,2,23,37,62.2,14,180,38,21.1,98,61,21,26,5,0,21,18,55,54,0
Mikkel Damsgaard\Mikkel-Damsgaard,dk DEN,MFFW,Sampdoria,it Serie A,20,2000,19.7,50,28,17,25,8,16,74,21.6,58,575,148,25.7,130,280,165,43,4,0,39,28,78,13,0
Flavius Daniliuc\Flavius-Daniliuc,at AUT,DF,Nice,fr Ligue 1,19,2001,16.4,29,12,19,7,3,15,26,57.7,11,168,49,29.2,91,57,20,20,7,0,13,19,48,47,1
Danilo\Danilo,br BRA,DF,Juventus,it Serie A,29,1991,32.4,60,37,39,13,8,24,59,40.7,35,249,80,32.1,134,85,30,54,13,0,41,44,104,82,0
Scott Dann\Scott-Dann,eng ENG,DF,Crystal Palace,eng Premier League,33,1987,15.0,10,7,9,1,0,3,12,25.0,9,62,17,27.4,41,20,1,26,16,0,10,8,18,75,1
Tiago Dantas\Tiago-Dantas,pt POR,MF,Bayern Munich,de Bundesliga,19,2000,0.8,0,0,0,0,0,0,0,,0,10,2,20.0,5,4,1,0,0,0,0,1,1,0,0
Dante\Dante,br BRA,DF,Nice,fr Ligue 1,36,1983,8.6,8,7,5,3,0,3,9,33.3,6,53,20,37.7,29,23,1,6,4,0,2,2,10,32,0
Andrea Danzi\Andrea-Danzi,it ITA,MFDF,Hellas Verona,it Serie A,21,1999,1.2,0,0,0,0,0,0,1,0.0,1,5,2,40.0,2,3,0,1,1,0,0,1,1,2,0
Ebrima Darboe\Ebrima-Darboe,gm GAM,MF,Roma,it Serie A,19,2001,3.6,6,4,1,3,2,2,11,18.2,9,67,21,31.3,13,43,11,3,0,0,3,13,19,0,1
Márton Dárdai\Marton-Dardai,de GER,DF,Hertha BSC,de Bundesliga,18,2002,9.1,18,11,12,5,1,8,16,50.0,8,90,26,28.9,51,35,4,14,3,0,11,15,33,41,0
Vladimír Darida\Vladimir-Darida,cz CZE,MF,Hertha BSC,de Bundesliga,29,1990,21.1,37,24,17,15,5,9,35,25.7,26,407,131,32.2,99,219,89,35,2,0,33,32,69,24,0
Karl Darlow\Karl-Darlow,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25.0,0,0,0,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,1,1,2,0
Matteo Darmian\Matteo-Darmian,it ITA,DF,Inter,it Serie A,30,1989,12.9,26,13,14,4,8,10,25,40.0,15,176,45,25.6,66,61,49,15,1,0,14,16,42,30,0
Matteo Darmian\Matteo-Darmian,it ITA,DF,Parma,it Serie A,30,1989,2.3,6,3,3,3,0,3,8,37.5,5,40,11,27.5,22,17,1,3,0,0,3,3,9,11,0
Jonathan David\Jonathan-David,ca CAN,FW,Lille,fr Ligue 1,20,2000,26.2,21,13,5,8,8,6,19,31.6,13,535,149,27.9,39,198,298,23,1,0,22,15,36,7,0
Alphonso Davies\Alphonso-Davies,ca CAN,DF,Bayern Munich,de Bundesliga,19,2000,19.6,48,38,18,22,8,20,30,66.7,10,246,98,39.8,91,96,59,44,1,0,43,46,94,34,1
Ben Davies\Ben-Davies,wal WAL,DF,Tottenham,eng Premier League,27,1993,15.0,26,13,14,8,4,10,29,34.5,19,184,42,22.8,91,64,29,24,5,0,19,13,39,72,0
Tom Davies\Tom-Davies,eng ENG,MF,Everton,eng Premier League,22,1998,15.8,33,28,21,11,1,10,40,25.0,30,272,91,33.5,115,123,34,21,8,0,13,34,67,30,1
Keinan Davis\Keinan-Davis,eng ENG,FWMF,Aston Villa,eng Premier League,22,1998,3.1,3,3,1,1,1,0,1,0.0,1,63,16,25.4,4,33,26,2,1,0,1,0,3,2,0
Leif Davis\Leif-Davis,eng ENG,DF,Leeds United,eng Premier League,20,2000,0.4,0,0,0,0,0,0,2,0.0,2,12,0,0.0,5,6,1,3,1,0,2,2,2,0,0
Paweł Dawidowicz\Pawel-Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,25,1995,20.7,42,30,26,13,3,13,26,50.0,13,297,87,29.3,146,130,21,37,19,0,18,26,68,99,0
Craig Dawson\Craig-Dawson,eng ENG,DF,West Ham,eng Premier League,30,1990,21.4,13,11,13,0,0,3,12,25.0,9,145,45,31.0,96,46,3,32,25,1,7,39,52,133,1
Kevin De Bruyne\Kevin-De-Bruyne,be BEL,MF,Manchester City,eng Premier League,29,1991,22.2,37,31,8,19,10,10,52,19.2,42,376,122,32.4,46,175,155,27,2,0,25,16,53,7,0
Sebastien De Maio\Sebastien-De-Maio,fr FRA,DF,Udinese,it Serie A,33,1987,9.5,20,13,8,12,0,4,5,80.0,1,111,40,36.0,74,34,3,17,11,1,6,13,33,45,0
Rodrigo De Paul\Rodrigo-De-Paul,ar ARG,MF,Udinese,it Serie A,26,1994,35.6,44,29,21,21,2,20,62,32.3,42,489,136,27.8,189,194,106,59,2,0,57,19,63,23,1
Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Lyon,fr Ligue 1,27,1992,16.3,34,23,18,10,6,15,27,55.6,12,173,61,35.3,61,74,38,37,8,0,29,36,70,47,1
Mattia De Sciglio\Mattia-De-Sciglio,it ITA,DF,Juventus,it Serie A,27,1992,0.3,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,1,0,0,1,0,0,1,0
Lorenzo De Silvestri\Lorenzo-De-Silvestri,it ITA,DF,Bologna,it Serie A,32,1988,23.8,37,17,21,12,4,15,37,40.5,22,279,79,28.3,129,108,42,67,9,0,58,28,65,73,2
Thibault De Smet\Thibault-De-Smet,be BEL,DF,Reims,fr Ligue 1,22,1998,5.5,12,8,6,6,0,3,14,21.4,11,94,32,34.0,47,38,9,19,2,0,17,5,17,25,0
Lucas Deaux\Lucas-Deaux,fr FRA,MFDF,Nîmes,fr Ligue 1,31,1988,19.5,59,38,28,26,5,18,61,29.5,43,472,144,30.5,148,251,73,26,6,0,20,14,73,44,4
Mathieu Debuchy\Mathieu-Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,35,1985,23.4,66,37,43,17,6,37,64,57.8,27,296,88,29.7,155,106,35,49,11,0,38,47,113,84,1
Grégoire Defrel\Gregoire-Defrel,mq MTQ,FWMF,Sassuolo,it Serie A,29,1991,14.9,17,12,6,3,8,3,9,33.3,6,235,65,27.7,35,101,99,16,1,0,15,8,25,2,1
Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Spezia,it Serie A,24,1995,4.0,9,6,5,4,0,5,9,55.6,4,78,20,25.6,21,43,14,4,1,0,3,2,11,2,0
Alessandro Deiola\Alessandro-Deiola,it ITA,MF,Cagliari,it Serie A,24,1995,6.8,13,7,7,2,4,4,18,22.2,14,128,27,21.1,52,57,19,12,3,0,9,15,28,17,0
Romain Del Castillo\Romain-Del-Castillo,fr FRA,MFFW,Rennes,fr Ligue 1,24,1996,7.2,33,23,7,17,9,8,23,34.8,15,181,67,37.0,35,80,66,9,0,0,9,4,37,2,0
Lorenzo Del Pinto\Lorenzo-Del-Pinto,it ITA,MF,Benevento,it Serie A,30,1990,0.1,0,0,0,0,0,0,1,0.0,1,3,0,0.0,1,0,2,0,0,0,0,0,0,1,0
Thomas Delaine\Thomas-Delaine,fr FRA,DF,Metz,fr Ligue 1,28,1992,19.8,37,18,23,11,3,16,37,43.2,21,217,41,18.9,97,86,34,35,5,0,30,16,53,36,1
Thomas Delaney\Thomas-Delaney,dk DEN,MF,Dortmund,de Bundesliga,28,1991,14.3,49,37,19,22,8,16,35,45.7,19,274,100,36.5,105,135,34,33,10,0,23,24,73,28,1
Liam Delap\Liam-Delap,eng ENG,FW,Manchester City,eng Premier League,17,2003,0.4,0,0,0,0,0,0,0,,0,6,1,16.7,0,5,1,0,0,0,0,0,0,0,0
Jonathan Delaplace\Jonathan-Delaplace,fr FRA,DF,Lorient,fr Ligue 1,34,1986,10.1,18,12,13,3,2,8,17,47.1,9,136,42,30.9,65,55,16,19,5,0,14,20,38,26,1
Sacha Delaye\Sacha-Delaye,fr FRA,MF,Montpellier,fr Ligue 1,18,2002,0.1,0,0,0,0,0,0,1,0.0,1,3,0,0.0,3,0,0,0,0,0,0,1,1,2,0
Cristian Dell'Orco\Cristian-DellOrco,it ITA,DF,Spezia,it Serie A,26,1994,2.9,1,1,1,0,0,1,2,50.0,1,18,7,38.9,8,5,5,11,6,0,5,4,5,7,0
Andy Delort\Andy-Delort,dz ALG,FW,Montpellier,fr Ligue 1,28,1991,27.6,18,15,2,10,6,4,16,25.0,12,239,67,28.0,33,91,115,12,2,0,10,4,22,28,0
Fabian Delph\Fabian-Delph,eng ENG,MFDF,Everton,eng Premier League,30,1989,3.0,5,2,3,2,0,1,2,50.0,1,30,6,20.0,12,18,0,4,0,0,4,4,9,3,0
Moussa Dembélé\Moussa-Dembele,fr FRA,FW,Lyon,fr Ligue 1,24,1996,7.5,3,3,0,1,2,1,5,20.0,4,80,24,30.0,1,28,51,8,4,0,4,2,5,9,0
Moussa Dembélé\Moussa-Dembele,fr FRA,FWMF,Atlético Madrid,es La Liga,24,1996,1.1,0,0,0,0,0,0,0,,0,16,5,31.3,1,10,5,0,0,0,0,0,0,0,0
Ousmane Dembélé\Ousmane-Dembele,fr FRA,FWDF,Barcelona,es La Liga,23,1997,19.7,17,10,4,10,3,5,14,35.7,9,285,65,22.8,33,116,136,22,0,0,22,14,31,2,0
Merih Demiral\Merih-Demiral,tr TUR,DF,Juventus,it Serie A,22,1998,10.4,17,11,12,5,0,3,9,33.3,6,106,31,29.2,61,37,8,18,8,0,10,12,29,39,0
Kerem Demirbay\Kerem-Demirbay,de GER,MF,Leverkusen,de Bundesliga,27,1993,19.4,51,35,14,31,6,15,44,34.1,29,444,161,36.3,107,239,98,25,4,0,21,13,64,10,1
Ermedin Demirović\Ermedin-Demirovic,ba BIH,FW,Freiburg,de Bundesliga,22,1998,16.6,17,13,4,6,7,1,19,5.3,18,376,96,25.5,32,161,183,31,5,0,26,5,22,23,1
Diego Demme\Diego-Demme,de GER,MF,Napoli,it Serie A,28,1991,17.7,62,37,24,29,9,18,63,28.6,45,428,125,29.2,134,216,78,16,1,0,15,17,79,23,0
Jason Denayer\Jason-Denayer,be BEL,DF,Lyon,fr Ligue 1,25,1995,29.0,34,21,23,11,0,8,14,57.1,6,179,74,41.3,87,83,9,69,32,1,37,22,56,121,2
Leander Dendoncker\Leander-Dendoncker,be BEL,MFDF,Wolves,eng Premier League,25,1995,27.8,49,29,31,15,3,23,61,37.7,38,494,149,30.2,223,224,47,59,15,0,44,27,76,75,0
Kevin Denkey\Kevin-Denkey,tg TOG,FW,Nîmes,fr Ligue 1,19,2000,5.8,3,3,0,2,1,1,4,25.0,3,90,17,18.9,5,37,48,2,0,0,2,2,5,3,0
Emmanuel Dennis\Emmanuel-Dennis,ng NGA,FW,Köln,de Bundesliga,22,1997,5.3,12,7,5,2,5,2,6,33.3,4,131,29,22.1,16,53,62,5,0,0,5,3,15,0,0
Stefano Denswil\Stefano-Denswil,nl NED,DF,Bologna,it Serie A,27,1993,1.3,2,2,0,1,1,1,2,50.0,1,21,7,33.3,14,6,1,3,0,0,3,1,3,4,0
Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Benevento,it Serie A,23,1997,12.4,29,15,15,8,6,15,29,51.7,14,219,69,31.5,104,81,34,31,6,0,25,16,45,39,1
Fabio Depaoli\Fabio-Depaoli,it ITA,MF,Sampdoria,it Serie A,23,1997,0.9,1,0,0,0,1,1,3,33.3,2,18,4,22.2,8,6,4,0,0,0,0,0,1,2,0
Fabio Depaoli\Fabio-Depaoli,it ITA,DF,Atalanta,it Serie A,23,1997,2.1,3,1,0,0,3,0,2,0.0,2,31,9,29.0,9,10,12,9,0,0,9,1,4,3,0
Memphis Depay\Memphis-Depay,nl NED,FW,Lyon,fr Ligue 1,26,1994,32.5,7,6,0,3,4,1,20,5.0,19,330,74,22.4,8,118,204,14,2,0,12,9,16,1,0
Clément Depres\Clement-Depres,fr FRA,MF,Nîmes,fr Ligue 1,25,1994,0.2,0,0,0,0,0,0,0,,0,8,0,0.0,0,4,4,0,0,0,0,0,0,0,0
Mike van der Hoorn\Mike-van-der-Hoorn,nl NED,DF,Arminia,de Bundesliga,27,1992,15.1,8,7,2,6,0,1,5,20.0,4,79,32,40.5,50,27,2,22,7,0,15,8,16,102,1
Kastriot Dermaku\Kastriot-Dermaku,al ALB,DF,Parma,it Serie A,28,1992,1.1,1,0,0,1,0,0,0,,0,11,3,27.3,7,4,0,3,1,0,2,1,2,8,0
Kiril Despodov\Kiril-Despodov,bg BUL,FW,Cagliari,it Serie A,23,1996,0.1,1,0,0,1,0,1,1,100.0,0,5,2,40.0,0,2,3,1,0,0,1,0,1,0,0
Sergiño Dest\Sergino-Dest,us USA,DF,Barcelona,es La Liga,19,2000,21.2,31,19,23,5,3,12,25,48.0,13,319,93,29.2,135,103,81,43,5,0,38,17,48,23,0
Mattia Destro\Mattia-Destro,it ITA,FW,Genoa,it Serie A,29,1991,17.8,10,7,1,4,5,2,9,22.2,7,269,65,24.2,22,111,136,16,1,0,15,2,12,11,0
Gerard Deulofeu\Gerard-Deulofeu,es ESP,FW,Udinese,it Serie A,26,1994,6.6,2,2,0,0,2,1,10,10.0,9,118,30,25.4,19,48,51,2,0,0,2,3,5,0,0
Deyverson\Deyverson,br BRA,FW,Alavés,es La Liga,29,1991,9.7,8,6,4,2,2,4,14,28.6,10,171,50,29.2,15,84,72,18,0,0,18,10,18,13,0
Jacopo Dezi\Jacopo-Dezi,it ITA,FWMF,Parma,it Serie A,28,1992,0.9,2,1,0,1,1,1,4,25.0,3,22,3,13.6,3,12,7,4,0,0,4,1,3,0,0
Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Hellas Verona,it Serie A,31,1988,5.6,0,0,0,0,0,0,3,0.0,3,64,16,25.0,4,23,37,1,1,0,0,0,0,7,0
Samuel Di Carmine\Samuel-Di-Carmine,it ITA,FW,Crotone,it Serie A,31,1988,5.3,5,2,2,1,2,1,3,33.3,2,47,8,17.0,6,27,14,3,0,0,3,1,6,5,0
Giovanni Di Lorenzo\Giovanni-Di-Lorenzo,it ITA,DF,Napoli,it Serie A,26,1993,36.0,85,57,53,24,8,38,78,48.7,40,437,141,32.3,199,153,85,65,13,0,52,40,125,64,0
Ángel Di María\Angel-Di-Maria,ar ARG,FWMF,Paris S-G,fr Ligue 1,32,1988,20.6,33,22,8,13,12,16,50,32.0,34,320,92,28.8,52,113,155,25,1,0,24,7,40,5,0
Alessandro Di Pardo\Alessandro-Di-Pardo,it ITA,MFDF,Juventus,it Serie A,21,1999,0.2,0,0,0,0,0,0,0,,0,1,1,100.0,1,0,0,1,1,0,0,0,0,0,0
Giuseppe Di Serio\Giuseppe-Di-Serio,it ITA,FWMF,Benevento,it Serie A,19,2001,3.2,2,2,2,0,0,1,6,16.7,5,64,10,15.6,17,28,19,4,0,0,4,1,3,1,0
Boulaye Dia\Boulaye-Dia,sn SEN,FWMF,Reims,fr Ligue 1,23,1996,32.6,28,17,8,9,11,4,22,18.2,18,413,104,25.2,59,160,194,18,3,0,15,16,44,31,0
Abdoulay Diaby\Abdoulay-Diaby,ml MLI,MF,Getafe,es La Liga,29,1991,0.2,1,1,0,1,0,0,0,,0,2,0,0.0,0,1,1,2,0,0,2,0,1,0,0
Moussa Diaby\Moussa-Diaby,fr FRA,FWMF,Leverkusen,de Bundesliga,21,1999,26.5,13,7,6,5,2,2,16,12.5,14,283,73,25.8,40,130,113,16,0,0,16,19,32,10,0
Mbaye Diagne\Mbaye-Diagne,sn SEN,FW,West Brom,eng Premier League,28,1991,13.2,8,4,3,2,3,1,4,25.0,3,138,40,29.0,13,44,81,7,1,0,6,2,10,17,0
Mouctar Diakhaby\Mouctar-Diakhaby,fr FRA,DF,Valencia,es La Liga,23,1996,23.1,21,15,14,7,0,10,14,71.4,4,157,54,34.4,94,57,6,51,26,0,25,10,31,135,1
Abdou Diallo\Abdou-Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,24,1996,16.6,23,15,13,8,2,8,14,57.1,6,126,41,32.5,56,59,11,23,8,0,15,17,40,46,2
Amad Diallo\Amad-Diallo,ci CIV,FW,Manchester Utd,eng Premier League,18,2002,1.8,3,3,1,2,0,0,0,,0,50,14,28.0,13,21,16,2,1,0,1,3,6,3,0
Amad Diallo\Amad-Diallo,ci CIV,MF,Atalanta,it Serie A,18,2002,0.2,0,0,0,0,0,0,0,,0,1,0,0.0,0,1,0,0,0,0,0,0,0,0,0
Habib Diallo\Habib-Diallo,sn SEN,FW,Strasbourg,fr Ligue 1,25,1995,25.8,12,10,5,5,2,3,14,21.4,11,264,72,27.3,29,120,115,16,3,0,13,13,25,14,1
Habib Diallo\Habib-Diallo,sn SEN,FW,Metz,fr Ligue 1,25,1995,1.6,1,0,0,0,1,1,1,100.0,0,19,6,31.6,2,7,10,1,0,0,1,0,1,5,0
Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Southampton,eng Premier League,21,1999,11.3,30,25,14,14,2,9,23,39.1,14,242,82,33.9,81,144,17,14,1,0,13,16,46,16,0
Ibrahima Diallo\Ibrahima-Diallo,fr FRA,MF,Brest,fr Ligue 1,21,1999,4.9,9,8,1,6,2,2,7,28.6,5,85,24,28.2,22,51,12,4,0,0,4,3,12,3,0
Amadou Diambo\Amadou-Diambo,gh GHA,FW,Benevento,it Serie A,19,2001,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
Grady Diangana\Grady-Diangana,eng ENG,MFFW,West Brom,eng Premier League,22,1998,13.7,35,19,22,5,8,14,36,38.9,22,309,67,21.7,142,96,71,30,2,0,28,14,49,5,1
